calibration_policy,calibration_val_balanced_accuracy,calibration_val_fpr,calibration_val_tpr,encoder_seed,generalization_gap_auroc,generalization_gap_bal_acc,holdout_fpr,linear_c,normalization,readout,test_clean_auroc,test_clean_balanced_accuracy,threshold,train_auroc,train_balanced_accuracy,val_clean_auroc,val_clean_balanced_accuracy,val_moderate_auroc,val_moderate_balanced_accuracy,val_onset_auroc,val_onset_balanced_accuracy,val_recovery_auroc,val_recovery_balanced_accuracy
fpr_constrained,0.5,0.023809523809523808,0.023809523809523808,323,0.49918115394305873,0.0357142857142857,0.019230769230769232,nan,dataset_zscore,prototype,0.493764172335601,0.5,0.051999999999999935,0.8687956664147141,0.5357142857142857,0.36961451247165533,0.5,0.38619614512471656,0.494047619047619,0.515625,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,323,0.49918115394305873,0.0,1.0,nan,dataset_zscore,prototype,0.493764172335601,0.5,-inf,0.8687956664147141,0.5,0.36961451247165533,0.5,0.38619614512471656,0.5,0.515625,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,123,0.0,0.0,1.0,nan,none,prototype,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,123,0.0,0.0,1.0,0.01,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,123,0.0,0.0,1.0,0.1,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,123,0.0,0.0,1.0,1.0,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,123,0.0,0.0,1.0,10.0,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,223,0.0,0.0,1.0,nan,none,prototype,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,223,0.0,0.0,1.0,0.01,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,223,0.0,0.0,1.0,0.1,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,223,0.0,0.0,1.0,1.0,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,223,0.0,0.0,1.0,10.0,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,323,0.0,0.0,1.0,nan,none,prototype,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,323,0.0,0.0,1.0,0.01,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,323,0.0,0.0,1.0,0.1,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,323,0.0,0.0,1.0,1.0,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
best_balanced,0.5,1.0,1.0,323,0.0,0.0,1.0,10.0,none,linear,0.5,0.5,-inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
